Date,avg_ret,regime
4/23/2006,-0.530145829,1
4/16/2006,1.778752362,1
4/9/2006,-0.56710952,1
4/2/2006,-0.321019501,1
3/26/2006,0.490100615,1
3/19/2006,0.226049494,1
3/12/2006,2.198975753,1
3/5/2006,-1.149935098,1
2/26/2006,0.178375281,1
2/19/2006,0.362551396,1
2/12/2006,1.493385788,1
2/5/2006,-0.21996593,1
1/29/2006,-1.44713806,1
1/22/2006,2.537101487,1
1/15/2006,-1.834477039,1
1/8/2006,0.57291239,1
1/1/2006,3.620762021,2
12/25/2005,-1.755634032,1
12/18/2005,0.1614179,1
12/11/2005,-0.001033446,1
12/4/2005,-0.462954177,1
11/27/2005,0.288596351,1
11/20/2005,1.640688537,1
11/13/2005,1.030169141,1
11/6/2005,1.294211696,1
10/30/2005,2.872124612,1
10/23/2005,0.922971241,1
10/16/2005,-0.04457013,1
10/9/2005,-1.1812585,1
10/2/2005,-2.943667679,1
9/25/2005,1.494407564,1
9/18/2005,-2.039125615,1
9/11/2005,-0.595413782,1
9/4/2005,1.907986118,1
8/28/2005,1.378509364,1
8/21/2005,-0.879263804,1
8/14/2005,-0.984394687,1
8/7/2005,-0.214565863,1
7/31/2005,-1.067629773,1
7/24/2005,0.188782879,1
7/17/2005,1.080864405,1
7/10/2005,1.199475997,1
7/3/2005,2.20028203,1
6/26/2005,0.763480854,1
6/19/2005,-1.978671321,1
6/12/2005,1.855178752,1
6/5/2005,0.251417851,1
5/29/2005,0.036076397,1
5/22/2005,1.101355059,1
5/15/2005,3.632156017,2
5/8/2005,-1.243997872,1
5/1/2005,2.031916705,1
4/24/2005,-0.406505495,1
4/17/2005,1.100346099,1
4/10/2005,-4.017950862,0
4/3/2005,0.470237345,1
3/27/2005,-0.181886345,1
3/20/2005,-1.242163945,1
3/13/2005,-0.995907607,1
3/6/2005,-1.956476558,1
2/27/2005,0.799108768,1
2/20/2005,0.773371435,1
2/13/2005,-0.548118707,1
2/6/2005,-0.15725285,1
1/30/2005,3.021479975,2
1/23/2005,0.224773339,1
1/16/2005,-1.565935495,1
1/9/2005,0.138964936,1
1/2/2005,-3.672643909,0
12/26/2004,0.3718768,1
12/19/2004,1.233451963,1
12/12/2004,0.797966157,1
12/5/2004,-0.779331638,1
11/28/2004,1.378736783,1
11/21/2004,1.700590469,1
11/14/2004,-1.089982237,1
11/7/2004,2.124178907,1
10/31/2004,3.251739885,2
10/24/2004,3.017649175,2
10/17/2004,-0.513437193,1
10/10/2004,-0.977800672,1
10/3/2004,-1.107389458,1
9/26/2004,2.667076174,1
9/19/2004,-1.47533847,1
