Date,SP500
3/16/1975,83.39
3/9/1975,84.76
3/2/1975,84.3
2/23/1975,81.59
2/16/1975,82.62
2/9/1975,81.5
2/2/1975,78.63
1/26/1975,76.98
1/19/1975,72.98
1/12/1975,70.96
1/5/1975,72.61
12/29/1974,70.71
12/22/1974,67.14
12/15/1974,66.91
12/8/1974,67.07
12/1/1974,65.01
11/24/1974,69.97
11/17/1974,68.9
11/10/1974,71.91
11/3/1974,74.91
10/27/1974,73.88
10/20/1974,70.12
10/13/1974,72.28
10/6/1974,71.14
9/29/1974,62.34
9/22/1974,64.94
9/15/1974,70.14
9/8/1974,65.2
9/1/1974,71.42
8/25/1974,72.15
8/18/1974,71.55
8/11/1974,75.67
8/4/1974,80.86
7/28/1974,78.59
7/21/1974,82.4
7/14/1974,83.54
7/7/1974,83.15
6/30/1974,83.66
6/23/1974,86
6/16/1974,87.46
6/9/1974,91.3
6/2/1974,92.55
5/26/1974,87.28
5/19/1974,88.58
5/12/1974,88.21
5/5/1974,91.47
4/28/1974,91.29
4/21/1974,90.18
4/14/1974,93.75
4/7/1974,92.12
3/31/1974,93.01
3/24/1974,93.98
3/17/1974,97.27
3/10/1974,99.28
3/3/1974,97.78
2/24/1974,95.53
2/17/1974,95.39
2/10/1974,92.27
2/3/1974,92.33
1/27/1974,95.32
1/20/1974,96.63
1/13/1974,95.56
1/6/1974,93.66
12/30/1973,98.9
12/23/1973,97.54
12/16/1973,93.54
12/9/1973,93.29
12/2/1973,96.51
11/25/1973,95.96
11/18/1973,99.44
11/11/1973,103.88
11/4/1973,105.3
10/28/1973,107.07
10/21/1973,111.38
10/14/1973,110.22
10/7/1973,111.44
9/30/1973,109.85
9/23/1973,108.43
9/16/1973,107.2
9/9/1973,104.44
9/2/1973,104.76
8/26/1973,104.25
8/19/1973,101.62
8/12/1973,102.31
8/5/1973,104.77
7/29/1973,106.49
7/22/1973,109.59
7/15/1973,107.14
7/8/1973,104.09
7/1/1973,101.28
6/24/1973,104.26
6/17/1973,103.7
6/10/1973,105.1
6/3/1973,107.03
5/27/1973,103.93
5/20/1973,107.94
5/13/1973,103.86
5/6/1973,108.17
4/29/1973,111
4/22/1973,107.23
4/15/1973,112.17
4/8/1973,112.08
4/1/1973,109.28
3/25/1973,111.52
3/18/1973,108.88
3/11/1973,113.54
3/4/1973,113.79
2/25/1973,112.28
2/18/1973,113.16
2/11/1973,114.98
2/4/1973,114.68
1/28/1973,114.35
1/21/1973,116.45
1/14/1973,118.78
1/7/1973,119.3
12/31/1972,119.87
12/24/1972,118.05
12/17/1972,115.83
12/10/1972,118.26
12/3/1972,118.86
11/26/1972,117.38
11/19/1972,117.27
11/12/1972,115.49
11/5/1972,113.73
10/29/1972,114.22
10/22/1972,110.62
10/15/1972,109.24
10/8/1972,107.92
10/1/1972,109.62
9/24/1972,110.55
9/17/1972,108.52
9/10/1972,108.81
9/3/1972,110.15
8/27/1972,111.51
8/20/1972,110.67
8/13/1972,111.76
8/6/1972,111.95
7/30/1972,110.43
7/23/1972,107.38
7/16/1972,106.66
7/9/1972,106.8
7/2/1972,108.69
6/25/1972,107.14
6/18/1972,108.27
6/11/1972,108.36
6/4/1972,106.86
5/28/1972,109.73
5/21/1972,110.66
5/14/1972,108.98
5/7/1972,106.38
4/30/1972,106.63
4/23/1972,107.67
4/16/1972,108.89
4/9/1972,109.84
4/2/1972,109.62
3/26/1972,107.2
3/19/1972,107.52
3/12/1972,107.92
3/5/1972,108.38
2/27/1972,107.94
2/20/1972,106.18
2/13/1972,105.28
2/6/1972,105.08
1/30/1972,104.86
1/23/1972,104.16
1/16/1972,103.65
1/9/1972,103.39
1/2/1972,103.47
12/26/1971,102.09
12/19/1971,100.74
12/12/1971,100.26
12/5/1971,97.69
11/28/1971,97.06
11/21/1971,91.94
11/14/1971,91.61
11/7/1971,92.12
10/31/1971,94.46
10/24/1971,94.23
10/17/1971,95.57
10/10/1971,97.79
10/3/1971,99.36
9/26/1971,98.93
9/19/1971,98.15
9/12/1971,99.96
9/5/1971,100.42
8/29/1971,100.69
8/22/1971,100.48
8/15/1971,98.33
8/8/1971,95.69
8/1/1971,94.25
7/25/1971,95.58
7/18/1971,98.94
7/11/1971,99.11
7/4/1971,100.69
6/27/1971,99.78
6/20/1971,97.99
6/13/1971,98.97
6/6/1971,101.07
5/30/1971,101.3
5/23/1971,99.63
5/16/1971,100.99
5/9/1971,102.21
5/2/1971,102.87
4/25/1971,103.95
4/18/1971,104.05
4/11/1971,103.49
4/4/1971,102.1
3/28/1971,100.56
3/21/1971,99.95
3/14/1971,101.01
3/7/1971,99.57
2/28/1971,98.96
2/21/1971,96.75
2/14/1971,96.74
2/7/1971,98.43
1/31/1971,96.93
1/24/1971,95.88
1/17/1971,94.88
1/10/1971,93.03
1/3/1971,92.19
12/27/1970,92.15
12/20/1970,90.61
12/13/1970,90.22
12/6/1970,90.26
11/29/1970,89.46
11/22/1970,85.93
11/15/1970,83.72
11/8/1970,83.37
11/1/1970,84.22
10/25/1970,83.25
10/18/1970,83.77
10/11/1970,84.28
10/4/1970,85.08
9/27/1970,85.16
9/20/1970,82.83
9/13/1970,82.62
9/6/1970,82.52
8/30/1970,82.83
8/23/1970,81.86
8/16/1970,79.24
8/9/1970,75.18
8/2/1970,77.28
7/26/1970,78.05
7/19/1970,77.82
7/12/1970,77.69
7/5/1970,74.45
6/28/1970,72.92
6/21/1970,73.47
6/14/1970,77.05
6/7/1970,73.88
5/31/1970,76.17
5/24/1970,76.55
5/17/1970,72.25
5/10/1970,76.9
5/3/1970,79.44
4/26/1970,81.44
4/19/1970,82.77
4/12/1970,85.67
4/5/1970,88.24
3/29/1970,89.39
3/22/1970,89.92
3/15/1970,87.06
3/8/1970,87.86
3/1/1970,89.44
2/22/1970,89.5
2/15/1970,88.03
2/8/1970,86.54
2/1/1970,86.33
1/25/1970,85.02
1/18/1970,89.37
1/11/1970,90.92
1/4/1970,92.4
